,#,Xc1.A,Xc1.R,Xc1.N,Xc1.D,Xc1.C,Xc1.Q,Xc1.E,Xc1.G,Xc1.H,Xc1.I,Xc1.L,Xc1.K,Xc1.M,Xc1.F,Xc1.P,Xc1.S,Xc1.T,Xc1.W,Xc1.Y,Xc1.V,Xc2.lambda1,Xc2.lambda2,Xc2.lambda3,Xc2.lambda4,Xc2.lambda5,Xc2.lambda6,Xc2.lambda7,Xc2.lambda8,Xc2.lambda9,Xc2.lambda10,Xc2.lambda11,Xc2.lambda12,Xc2.lambda13,Xc2.lambda14,Xc2.lambda15,Xc2.lambda16,Xc2.lambda17,Xc2.lambda18,Xc2.lambda19,Xc2.lambda20,Xc2.lambda21,Xc2.lambda22,Xc2.lambda23,Xc2.lambda24,Xc2.lambda25,Xc2.lambda26,Xc2.lambda27,Xc2.lambda28,Xc2.lambda29,Xc2.lambda30
10,AOG74783@H,21.738815205731758,11.014333037570758,26.08657824687811,13.33313999284881,11.304183906980514,13.33313999284881,11.014333037570758,21.738815205731758,4.347763041146352,21.738815205731758,28.985086940975677,11.59403477639027,4.057912171736595,17.391052164585407,11.014333037570758,31.30389389625373,26.66627998569762,3.1883595635073245,15.362096078717109,34.2024025903513,0.02456033157377143,0.02468728311172899,0.022499076848679123,0.023815308646877007,0.023619643258241674,0.024208467332446026,0.022949272362017034,0.023312871560623616,0.023394588339462893,0.023273099914002997,0.023740404838762955,0.023366418924436787,0.02336025599358551,0.023233074112160086,0.0234330117188041,0.023078214208762993,0.02390172736792585,0.023854530227545752,0.023525602094671305,0.024110813614635036,0.023910662619755385,0.022941123676654768,0.02458536309355582,0.022758075032890682,0.02426608237678228,0.023836681176475288,0.02372644053771446,0.023816276765866642,0.02379723948698024,0.02458718977442663
11,ARK08679@H,23.502418935256067,10.60475000737164,32.960709482371314,19.203195959294593,15.76381757852541,14.903972983333116,12.61105406282033,24.64887839551246,4.872452706089672,21.49611487980738,36.113472998076396,16.623662173717705,6.018912166346066,20.922885149679182,16.623662173717705,31.241020291986725,26.65518245096115,4.012608110897378,22.355959474999676,28.088256776281643,0.024139305750308877,0.024169540338240866,0.023843118815288483,0.02432507250430759,0.023385826027200383,0.023262988164491242,0.02368218360900513,0.023450253334207864,0.024154282119816115,0.023057024167349293,0.023667103068189293,0.02407590830451473,0.024010984938566036,0.022846492350677622,0.023549239848285657,0.023960582939561763,0.023944310378155087,0.02394889749421393,0.0244271134292284,0.023582731355621764,0.023963033006648142,0.023819507936616004,0.024048884582886815,0.023762222749018336,0.024124819456304573,0.02323058585908048,0.023695158139788536,0.022922130664916447,0.02398394892716333,0.02435188467624872
12,ARU07610@H,23.780697991098737,10.60103404422474,32.949159867185,19.19646705305561,15.75829384952326,14.898750548640173,12.60663507961861,24.640241291981827,4.870745371670826,21.488582522077174,36.10081863708965,16.61783715040635,6.016803106181609,20.91555365482178,16.61783715040635,30.94355883179113,26.645842327375696,4.011202070787739,22.34812582296026,28.078414495514174,0.02412932284760421,0.024169085669607526,0.0238406705899226,0.024336169358263254,0.023377478640685047,0.023266758596568262,0.023685145568028296,0.023433658790643633,0.0241508244612111,0.023039917215925867,0.023651162432340247,0.02407823465836777,0.024002462308323758,0.022861443840668186,0.02354096371156524,0.023951326386677362,0.02395892854463081,0.023958151114386633,0.024417163647204726,0.02359928768412019,0.023978649332827836,0.023839058155931764,0.024085030122985036,0.023789446996418263,0.024151788160416007,0.023250426213848926,0.023686855225118576,0.022919584786204657,0.02399045762792634,0.02434611368388224
13,ARK08670@H,24.034296758908066,10.586535477138078,31.759606431414234,19.170212891033817,15.45061934501233,14.878374184085947,12.017148379454033,26.3232774026136,4.291838706947869,22.031438695665727,36.33756771882529,17.167354827791478,6.294696770190209,20.31470321288658,16.022864505938713,31.759606431414234,27.181645144003173,4.005716126484678,22.031438695665727,28.040012885392745,0.024176840942580335,0.02433718332065113,0.023982572850314524,0.02429296620076998,0.02347756816959286,0.023502062856723443,0.02356881334777729,0.023491428849012685,0.023907214989493424,0.023218417860772503,0.023375701318791534,0.024126676242933083,0.023991286554915617,0.022865571035603386,0.023638097433863726,0.024110962612429312,0.02377359303395308,0.024134818634172415,0.024570209599714767,0.02332909573455784,0.024043306124007915,0.023983519236698767,0.024105889556166778,0.023602304853420287,0.024145145698583,0.023460610917681302,0.023803230863074912,0.023020723289041894,0.02380407458904174,0.024037532820469155
14,ARK08627@H,22.307400164461352,12.327773775097063,33.75461866990862,16.437031700129417,13.208329044746852,17.02406854656261,8.805552696497902,24.36202912697753,5.870368464331935,23.187955434111142,38.744431864590766,12.327773775097063,3.5222210785991606,22.307400164461352,13.795365891180046,37.57035817172438,31.112952860959254,3.8157395018157576,20.54628962516177,36.983321325291186,0.024650371586704797,0.023933133669875914,0.022506352938540114,0.023590802964851318,0.02356054551543578,0.023991930196081916,0.02335323627448272,0.023054353706802488,0.024067495046027416,0.023302781827034654,0.023117243142098662,0.02399861605034919,0.023453891389321215,0.022561110873947177,0.023974291570214742,0.023202615485330595,0.023014828302671347,0.02359418120332689,0.02372054680277952,0.023679671073499525,0.02337134828476021,0.02300102171832343,0.024458194506691004,0.022282042014681425,0.024422698897308852,0.023489175671427488,0.023713856300776735,0.023132127717329688,0.02374068158745697,0.02454243046527146
15,ARK08635@H,23.830427412730256,10.336088998292642,33.01806207787927,19.23661008015575,15.791247080724869,14.92990633086715,12.632997664579895,24.691768162587977,4.880930915860414,21.533518746443004,37.037652243881965,16.65258783058259,6.029385249004041,21.246405163157096,16.078360664010777,31.008266994877925,26.98867682887523,4.019590166002694,22.107745913014817,27.850017578732952,0.024208544368442435,0.024225573412759046,0.02387719099221461,0.024333119439656433,0.023304877770616125,0.02326936523908297,0.023711547780400032,0.023365894715247963,0.02409330897549947,0.023046150121175005,0.023600775258073706,0.02408627036884525,0.02394830975122081,0.02285379932094813,0.023429273109794337,0.0238741744837322,0.023930417788375694,0.02393194107852411,0.02443709345572586,0.023601820588323212,0.023889312281768365,0.023743967386027135,0.02408175732260419,0.02380573014471289,0.02420746710756998,0.023269044701140777,0.023671599359942577,0.02280980442672651,0.02401404670583065,0.02426423925911256
16,ARK08642@H,21.29577296188249,10.210302105012154,25.963339638459477,13.41925419515883,11.3771937741564,13.710977112444892,11.085470856870339,21.879218796454616,4.959289593863046,22.170941713740678,29.464014645892217,12.544085443300647,4.375843759290923,17.21165211987763,11.085470856870339,31.797797984180708,26.5467854730316,3.208952090146677,15.1695916988752,34.1315813224692,0.024633878313645823,0.02467828353447263,0.02238268736263248,0.02380915973354858,0.023522070538703158,0.02409717048150793,0.02287097162518757,0.023252201722823114,0.023148958145913966,0.02325517320808842,0.023651258555312752,0.023319761481140348,0.02332447366931491,0.023156488731110307,0.02349242381041819,0.022937386460052677,0.02390900849333993,0.023773083251780597,0.023414329129613623,0.02412083427007078,0.02375209815385892,0.022930788885856864,0.024576645246587356,0.022716389169908643,0.02426329932712735,0.023792897554517953,0.023645481638433562,0.023643665486333284,0.02368944248644917,0.02451677224618733
17,ARK08651@H,23.781790623529034,10.60152112133222,33.23720135336588,19.197349057547534,15.759017883061409,14.899435089439876,12.607214306449126,24.641373417150565,4.870969163855344,21.489569840538284,36.102477332104314,16.61860067668294,6.01707955535072,20.916514644790595,16.61860067668294,30.658452972501287,26.647066602267472,4.011386370233813,22.349152634159815,28.07970459163669,0.024131389488228464,0.024176955801209696,0.023827078917601566,0.024314379166232414,0.023388626546468144,0.023249034319170657,0.023668897470400373,0.023443847034802644,0.024156288293642213,0.02304582767018243,0.023635545030117295,0.02407503240833064,0.023991430288403278,0.022873320759436964,0.02353548834590013,0.023953044779270842,0.02394939229599183,0.023959251900111566,0.024414642268690008,0.02360703100682179,0.023991538236774256,0.02385902020152866,0.024095350672217346,0.02377714012662474,0.024155677195329878,0.023258370416587654,0.023692061804715888,0.022920092363743642,0.023991343570598053,0.024335303747023182
18,ARK08661@H,23.77961652924437,10.600551946771587,32.66116005221516,19.195594065775577,15.757577218173981,14.898073006273583,12.606061774539185,24.63912074114477,4.870523867435594,21.487605297509973,36.099176899816754,16.61708143007438,6.016529483302793,20.914602489576374,16.61708143007438,31.22865303238116,26.64463056891237,4.011019655535195,22.347109509410373,28.077137588746364,0.024110724315432628,0.024176519298639676,0.023846084720601353,0.02434156575476429,0.02335921473195431,0.023272760495249494,0.023712006795477955,0.023449937913483487,0.02415590017306661,0.02303779043690715,0.023658782551242152,0.024091738626677916,0.024020260139667376,0.02284768467844241,0.02354700045228006,0.023944995086490926,0.023959187172944246,0.023957817824925346,0.024414726606685443,0.023590208395532882,0.023974493088272323,0.02384126848738424,0.024056836070152948,0.023804873272492377,0.024138326353186138,0.023231539174502967,0.023685155060637494,0.022903502721300092,0.02400433964977776,0.024363355985028378
19,ARU07587@H,23.780697991098737,10.60103404422474,32.949159867185,19.19646705305561,15.75829384952326,14.898750548640173,12.60663507961861,24.640241291981827,4.870745371670826,21.488582522077174,36.10081863708965,16.61783715040635,6.016803106181609,20.91555365482178,16.61783715040635,30.94355883179113,26.645842327375696,4.011202070787739,22.34812582296026,28.078414495514174,0.02412932284760421,0.024169085669607526,0.0238406705899226,0.024336169358263254,0.023377478640685047,0.023266758596568262,0.023685145568028296,0.023433658790643633,0.0241508244612111,0.023039917215925867,0.023651162432340247,0.02407823465836777,0.024002462308323758,0.022861443840668186,0.02354096371156524,0.023951326386677362,0.02395892854463081,0.023958151114386633,0.024417163647204726,0.02359928768412019,0.023978649332827836,0.023839058155931764,0.024085030122985036,0.023789446996418263,0.024151788160416007,0.023250426213848926,0.023686855225118576,0.022919584786204657,0.02399045762792634,0.02434611368388224
20,ARU07601@H,21.298507499201076,10.21161318454846,25.96667352642323,13.42097732826369,11.378654691353999,13.712737704965075,11.086894314652614,21.882028252603845,4.9599264039235385,22.17378862930523,29.17603767013846,12.545696198159538,4.376405650520769,17.21386222538169,11.086894314652614,32.09364143715231,26.550194279825998,3.2093641437152307,15.171539588472,34.135964074061995,0.02461147275001287,0.024694443936804047,0.022389178731160104,0.02379031355976106,0.023549285969505437,0.024143493331490563,0.022884716260947412,0.023261344666187657,0.02319527084396508,0.02325857729375822,0.023655813319952167,0.023308135065261023,0.023301635007259926,0.023150120969309296,0.023466535908014053,0.022896324343834054,0.02392298007621816,0.02375349424275921,0.023389859141698836,0.024122356576994308,0.02378685406650793,0.02292904413860576,0.024549584190304008,0.022697655114832353,0.024244110096177673,0.023765656688269327,0.023611314022992096,0.02367276125546982,0.023726843565613897,0.024510448164949263
21,ARU07568@H,23.780697991098737,10.60103404422474,32.949159867185,19.19646705305561,15.75829384952326,14.898750548640173,12.60663507961861,24.640241291981827,4.870745371670826,21.488582522077174,36.10081863708965,16.61783715040635,6.016803106181609,20.91555365482178,16.61783715040635,30.94355883179113,26.645842327375696,4.011202070787739,22.34812582296026,28.078414495514174,0.02412932284760421,0.024169085669607526,0.0238406705899226,0.024336169358263254,0.023377478640685047,0.023266758596568262,0.023685145568028296,0.023433658790643633,0.0241508244612111,0.023039917215925867,0.023651162432340247,0.02407823465836777,0.024002462308323758,0.022861443840668186,0.02354096371156524,0.023951326386677362,0.02395892854463081,0.023958151114386633,0.024417163647204726,0.02359928768412019,0.023978649332827836,0.023839058155931764,0.024085030122985036,0.023789446996418263,0.024151788160416007,0.023250426213848926,0.023686855225118576,0.022919584786204657,0.02399045762792634,0.02434611368388224
22,ARU07594@H,22.766566142848152,11.531117916507506,32.819335608521364,16.557502649344112,13.30513605750866,16.557502649344112,8.278751324672056,23.949244903515588,7.391742254171478,23.949244903515588,38.73272941185854,13.30513605750866,3.5480362820023097,21.879557072347577,14.192145128009239,39.915408172525986,30.453978087186492,3.8437059721691686,20.10553893134642,36.66304158069053,0.02453133736475258,0.023987768395201947,0.02247134269875397,0.023564504738784825,0.0234755185247313,0.023725978895100117,0.023370579751940804,0.022944313958699062,0.023921805088986822,0.02302643366540072,0.023149042587769005,0.024037420115890138,0.023524359536951027,0.022387835386456386,0.02378781699106033,0.022953999820075253,0.02291536220298393,0.02347280935190272,0.0237625948666871,0.023387747291248075,0.023394135465488134,0.023198376432467825,0.024132473150472365,0.022123679243820624,0.024240093247973743,0.02347125826831487,0.02389513940759034,0.02327264985292616,0.023598796679268865,0.024605136851441986
23,APT69890@H,21.795519637414667,10.752456354457903,26.445230493396465,12.786704853949939,11.333670211455628,13.367918710947663,11.333670211455628,21.795519637414667,4.649710855981796,22.08612656591353,29.060692849886227,11.62427713995449,4.068496998984071,17.145808781432873,11.043063282956766,31.09494134937826,26.445230493396465,3.1966762134874847,15.983381067437424,34.291617562865746,0.02467041364303359,0.02482490924006856,0.02238010079143447,0.023725981622454716,0.023598460584453237,0.024187704245108615,0.02296207035962646,0.02327970266997209,0.02321153087948645,0.02331637344631807,0.02366703150832474,0.02325105400024091,0.02345812004326675,0.023161285487097318,0.023470503980732506,0.02306049371087106,0.02397777673980207,0.023841095518298803,0.023493383845338507,0.024003584944910533,0.023898898088517972,0.02297698404735614,0.024536639775346387,0.022809861294296484,0.02428464585596004,0.02378954466091076,0.023671113632982504,0.0235557418199692,0.023736946880577793,0.024591118184380877
24,APT69883@H,21.264014689886615,10.195075536247007,25.92462064931382,13.399242133353209,11.360227026103807,13.69053000581741,11.068939153639608,21.846590434815013,4.951893831891403,22.137878307279216,29.12878724642002,12.816666388424808,4.369318086963003,17.185984475387812,11.068939153639608,32.041665971062024,26.21590852177802,3.204166597106202,15.14696936813841,34.08068107831142,0.02462045174692782,0.024733575631828313,0.022455798277460918,0.023806501324788114,0.02354466271542026,0.024169338710227764,0.02285364550793862,0.023300569816512344,0.02319214470414754,0.023321768950718635,0.02367572428780085,0.0233061259407916,0.02333216932835687,0.02316174421414804,0.023488295628147294,0.022835038859590838,0.023946196303887623,0.023819242692489296,0.02335803271806099,0.024182107704883448,0.023806946617624482,0.022909196368240074,0.024541348494628544,0.022742204966596697,0.024285559111822383,0.023794706562483663,0.02364067289116056,0.023721473027462803,0.023684657301115013,0.02448222713053841
25,APT69869@H,21.63805212659588,10.234213843660214,26.316549883697693,12.865868832029983,11.403838282935668,13.743087161486574,11.111432173116805,22.22286434623361,4.9709038669206755,21.930458236414744,29.53301709170519,12.57346272221112,4.0936855374640855,16.959554369494068,11.111432173116805,32.16467208007496,26.90136210333542,3.216467208007496,15.20511771058089,34.211514848807,0.02454209574059816,0.024663302724138605,0.0223394800688451,0.023714468176604293,0.023542728353377392,0.02415148667530721,0.022832370376349942,0.023424435911501087,0.02321854111217147,0.02324375973221664,0.02356544827456095,0.02331750330754274,0.02339046541304042,0.023059014789155282,0.023401063619910813,0.022928634487243554,0.02386169930176084,0.023696927599851047,0.023375774244663937,0.024109884376386895,0.023746975299340337,0.022958258243003293,0.0245326834516842,0.022718514971336878,0.024227206432388532,0.023748308707393178,0.02353558186572423,0.023554816165729478,0.02366795909979657,0.024524501659513705
26,APT69849@H,21.323140480013464,10.223423517814673,25.996705516728742,13.43649948055643,11.391814776993494,13.728597295351134,11.099716962198789,21.907336109602873,4.965662851509984,22.199433924397578,29.209781479470497,12.26810822137761,4.67356503671528,17.233771072887592,11.099716962198789,32.13075962741755,26.58090114631815,3.2130759627417547,15.18908636932466,34.17544433098048,0.024650063826165847,0.024658094346014143,0.02248807119916592,0.023760988328394163,0.023552817294094218,0.02411003331557673,0.02283091066389538,0.023231212156211052,0.023198311129120273,0.023205937527489864,0.023640994129758924,0.023283501565211157,0.023243753634650855,0.023123042807019694,0.023490009924417424,0.022867044220566166,0.023885268651372096,0.023700874997298328,0.023293890429687672,0.024139078061911963,0.0237899975012966,0.022838332426512814,0.024526310839703077,0.02268937300145538,0.024281446695467633,0.02373521081495048,0.02363719998131154,0.023614195843388888,0.023844872242173326,0.02459134765101334
27,APT69876@H,22.08924700801274,10.753975517058834,26.158318825278247,12.788511425691587,11.335271490953906,13.369807399586659,11.335271490953906,21.798599021065204,4.650367791160577,22.08924700801274,29.064798694753605,11.625919477901443,4.069071817265505,17.148231229904628,11.04462350400637,31.09933460338636,26.739614799173317,3.1971278564228967,15.985639282114484,34.00581447286172,0.024634134910355186,0.02484494283135007,0.022366973028796512,0.02371814187607209,0.023590016331239933,0.024218937518694052,0.022925345292781472,0.023280210029624895,0.023251978635630145,0.023327136308495425,0.023673268385064603,0.02322687915724419,0.02345872732924102,0.023165879452956586,0.023468494616762058,0.023027673618457988,0.023970188289840603,0.023862792310424166,0.02349273625330433,0.02401299807418654,0.023855178306301714,0.022974806354282718,0.024517769682237962,0.022813367694420564,0.024289459335334912,0.0237738350356579,0.023673892201296086,0.02361007246192156,0.023743964612469744,0.0245822131180189
28,APT69862@H,21.63805212659588,10.234213843660214,26.316549883697693,12.865868832029983,11.403838282935668,13.743087161486574,11.111432173116805,22.22286434623361,4.9709038669206755,21.930458236414744,29.53301709170519,12.57346272221112,4.0936855374640855,16.959554369494068,11.111432173116805,32.16467208007496,26.90136210333542,3.216467208007496,15.20511771058089,34.211514848807,0.02454209574059816,0.024663302724138605,0.0223394800688451,0.023714468176604293,0.023542728353377392,0.02415148667530721,0.022832370376349942,0.023424435911501087,0.02321854111217147,0.02324375973221664,0.02356544827456095,0.02331750330754274,0.02339046541304042,0.023059014789155282,0.023401063619910813,0.022928634487243554,0.02386169930176084,0.023696927599851047,0.023375774244663937,0.024109884376386895,0.023746975299340337,0.022958258243003293,0.0245326834516842,0.022718514971336878,0.024227206432388532,0.023748308707393178,0.02353558186572423,0.023554816165729478,0.02366795909979657,0.024524501659513705
